Question,Answer
"What disease causes Fever, Diarrhea, Nausea, Vomiting, Bloody stools, Stomach cramps, Headache, Fatigue, Muscle aches, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Vomiting, Stomach cramps, Headache, Dehydration, Loss of appetite, Feverish, Rashes, General discomfort, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Irritability, Fatigue, Swollen lymph nodes, Cough, Diarrhea, Vomiting, Rashes, Feverish?",Roseola
"What disease causes High fever, Irritability, Sore throat, Headache, Cough, Red eyes, Diarrhea, Loss of appetite, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes Headache, Tiredness, Headache, Muscle aches, Tiredness?",Mumps
"What disease causes Headache, Red eyes, Diarrhea, Abdominal pain, Rashes, Chills, Feverish?",Roseola
"What disease causes Headache, Swollen, painful salivary glands, Fever, Fever, Headache, Muscle aches, Loss of appetite?",Mumps
"What disease causes Low-grade fever, Fatigue, Abdominal pain, Loss of appetite, Dehydration, Chills, Sweating, Body aches?",Norovirus Infection
"What disease causes High fever, Swollen lymph nodes, Headache, Red eyes, Diarrhea, Loss of appetite, Abdominal pain?",Roseola
"What disease causes Runny nose, Rash, Fatigue, Swollen lymph nodes, Sore throat, Cough, Red eyes, Diarrhea, Vomiting, Loss of appetite, Chills, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Stomach cramps, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Vomiting, Bloody stools, Headache, Dehydration, Body aches, Feverish, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Fatigue, Sore throat, Headache, Cough, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Body aches, Feverish?",Roseola
"What disease causes Vomiting, Stomach cramps, Headache, Fatigue, Loss of appetite, Muscle aches, Feverish, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Sores in mouth, Sore throat, Mouth sores, Red spots, Fatigue, Sore muscles, Mild fever?","Hand, Foot, and Mouth Disease"
"What disease causes Diarrhea, Vomiting, Low-grade fever, Muscle aches, Fatigue, Abdominal pain, Dehydration, Sweating, Body aches, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Rash, Irritability, Swollen lymph nodes, Cough, Red eyes, Diarrhea, Vomiting, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Irritability, Sore throat, Headache, Red eyes, Abdominal pain, Body aches, Rashes, Feverish?",Roseola
"What disease causes Abdominal pain or cramps, Diarrhea, Nausea, Vomiting, Bloody stools, Dehydration, Muscle aches, Body aches, Feverish?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Stomach cramps, Low-grade fever, Nausea, Headache, Abdominal pain, Loss of appetite, Dehydration, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes Vomiting, Nausea, Abdominal pain, Loss of appetite, Chills, Sweating, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Runny nose, Irritability, Sore throat, Headache, Red eyes, Loss of appetite, Abdominal pain, Chills?",Roseola
"What disease causes Muscle aches, Nausea, Headache, Fatigue, Abdominal pain, Sweating, Body aches, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Abdominal pain or cramps, Vomiting, Bloody stools, Stomach cramps, Body aches, Feverish, Rashes, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Whooping cough, Nasal discharge, Sore, watery eyes, Cyanosis (blue lips, tongue, nailbeds), Exhaustion, Fatigue?",Pertussis (Whooping Cough)
"What disease causes High fever, Runny nose, Fatigue, Sore throat, Cough, Diarrhea, Vomiting, Loss of appetite, Rashes?",Roseola
"What disease causes High fever, Irritability, Fatigue, Sore throat, Cough, Red eyes, Abdominal pain, Feverish?",Roseola
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Loss of appetite, Dehydration, Chills, Body aches, General discomfort, Fever?",Norovirus Infection
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Nausea, Vomiting, Bloody stools, Headache, Fatigue, Loss of appetite, Feverish, Rashes, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Fatigue, Swollen lymph nodes, Sore throat, Cough, Vomiting, Abdominal pain?",Roseola
"What disease causes Fever, Loss of appetite, Irritability, Red spots, Blisters, Fatigue, Sore muscles, General discomfort?","Hand, Foot, and Mouth Disease"
"What disease causes Runny nose, Irritability, Sore throat, Loss of appetite, Abdominal pain, Body aches?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Nausea, Vomiting, Bloody stools, Headache, Dehydration, Muscle aches, Body aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Diarrhea, Nausea, Vomiting, Stomach cramps, Dehydration, Muscle aches, Body aches, Feverish, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Rash, Irritability, Fatigue, Swollen lymph nodes, Headache, Red eyes, Rashes, Chills?",Roseola
"What disease causes Diarrhea, Muscle aches, Nausea, Headache, Abdominal pain, Loss of appetite, Sweating, Fever, Irritability?",Norovirus Infection
"What disease causes Vomiting, Muscle aches, Headache, Fatigue, Dehydration, Chills, Body aches, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Runny nose, Rash, Irritability, Swollen lymph nodes, Headache, Cough, Red eyes, Diarrhea, Body aches, Chills, Feverish?",Roseola
"What disease causes High fever, Rash, Fatigue, Sore throat, Headache, Cough, Vomiting, Body aches, Rashes, Chills?",Roseola
"What disease causes Swollen glands, Sore throat, Red lines in body folds, Red rash on the body, Pale skin around lips, Abdominal pain, Headache and body aches?",Scarlet Fever
"What disease causes Fever, Bloody stools, Stomach cramps, Headache, Loss of appetite, Body aches, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes High fever, Runny nose, Rash, Fatigue, Swollen lymph nodes, Sore throat, Headache, Cough, Red eyes, Diarrhea, Vomiting, Abdominal pain?",Roseola
"What disease causes Abdominal pain or cramps, Vomiting, Stomach cramps, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Stomach cramps, Muscle aches, Nausea, Fatigue, Loss of appetite, Chills, Body aches, General discomfort?",Norovirus Infection
"What disease causes Nausea, Headache, Body aches, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Whooping cough, Fever, Sore, watery eyes, Cyanosis (blue lips, tongue, nailbeds), Exhaustion, Fatigue?",Pertussis (Whooping Cough)
"What disease causes Yellow crust, Itchiness, Redness, Discolored marks?",Impetigo
"What disease causes Diarrhea, Nausea, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Low-grade fever, Nausea, Fatigue, Abdominal pain, Body aches, Rashes, General discomfort?",Norovirus Infection
"What disease causes Irritability, Fatigue, Swollen lymph nodes, Headache, Diarrhea, Body aches, Chills?",Roseola
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Headache, Cough, Red eyes, Abdominal pain, Body aches, Feverish?",Roseola
"What disease causes Stomach cramps, Muscle aches, Headache, Dehydration, Chills, Sweating, Fever?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Headache, Fatigue, Abdominal pain, Dehydration, Chills, Sweating, Body aches, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Sores in mouth, Rash on hands and feet, Loss of appetite, Irritability, Sore throat, Mouth sores, Red spots, Fatigue, Sore muscles, Headache, General discomfort, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Runny nose, Rash, Sore throat, Diarrhea, Loss of appetite, Abdominal pain, Body aches?",Roseola
"What disease causes High fever, Runny nose, Fatigue, Swollen lymph nodes, Diarrhea, Body aches, Chills, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Nausea, Vomiting, Stomach cramps, Headache, Dehydration, Muscle aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Sores in mouth, Blisters, General discomfort?","Hand, Foot, and Mouth Disease"
"What disease causes High fever, Fatigue, Swollen lymph nodes, Sore throat, Red eyes, Diarrhea, Loss of appetite, Abdominal pain, Chills?",Roseola
"What disease causes Headache, Pain while chewing or swallowing, Tiredness, Trouble chewing, Fever, Headache, Tiredness, Loss of appetite?",Mumps
"What disease causes Vomiting, Stomach cramps, Low-grade fever, Nausea, Headache, Dehydration, Sweating, Body aches, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Runny nose, Sore throat, Headache, Red eyes, Diarrhea, Vomiting, Abdominal pain?",Roseola
"What disease causes Diarrhea, Stomach cramps, Muscle aches, Nausea, Fatigue, Abdominal pain, Chills?",Norovirus Infection
"What disease causes Fever, Diarrhea, Vomiting, Stomach cramps, Fatigue, Dehydration, Muscle aches, Feverish, General discomfort, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Nausea, Bloody stools, Stomach cramps, Headache, Fatigue, Muscle aches, General discomfort, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Vomiting, Bloody stools, Dehydration, Loss of appetite, Muscle aches, Feverish, Rashes?",Shigellosis (Bacillary Dysentery)
"What disease causes Muscle aches, Fatigue, Abdominal pain, Chills, Body aches, General discomfort, Fever?",Norovirus Infection
"What disease causes Diarrhea, Vomiting, Low-grade fever, Fatigue, Abdominal pain, Dehydration, Chills, Sweating, Body aches, Rashes, General discomfort?",Norovirus Infection
"What disease causes Fever, Diarrhea, Vomiting, Headache, Fatigue, Loss of appetite, Feverish, Rashes, Chills, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Abdominal pain or cramps, Diarrhea, Bloody stools, Muscle aches, Body aches, Feverish, Joint pain?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Abdominal pain or cramps, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Body aches?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Bloody stools, Stomach cramps, Headache, Fatigue, Dehydration, Loss of appetite, Body aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Rash on hands and feet, Loss of appetite, Irritability, Blisters, Fatigue?","Hand, Foot, and Mouth Disease"
"What disease causes Low fever, Cough, Runny nose, Joint pain, Generally feeling unwell (malaise), Swollen lymph nodes?",Rubella
"What disease causes Sores in mouth, Loss of appetite, Irritability, Blisters, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
"What disease causes Runny nose, Rash, Fatigue, Red eyes, Diarrhea, Vomiting, Body aches, Rashes, Chills, Feverish?",Roseola
"What disease causes High fever, Runny nose, Irritability, Headache, Red eyes, Vomiting, Body aches?",Roseola
"What disease causes Runny nose, Rash, Swollen lymph nodes, Sore throat, Cough, Vomiting, Loss of appetite, Abdominal pain, Rashes, Feverish?",Roseola
"What disease causes High fever, Rash, Swollen lymph nodes, Headache, Cough, Diarrhea, Vomiting, Chills, Feverish?",Roseola
"What disease causes Diarrhea, Vomiting, Stomach cramps, Headache, Fatigue, Loss of appetite, Dehydration, Body aches, Rashes, Fever, Irritability?",Norovirus Infection
"What disease causes High fever, Rash, Irritability, Swollen lymph nodes, Headache, Cough, Red eyes, Diarrhea, Loss of appetite, Body aches, Rashes, Chills?",Roseola
"What disease causes Irritability, Fatigue, Swollen lymph nodes, Cough, Diarrhea, Vomiting, Loss of appetite, Abdominal pain, Feverish?",Roseola
"What disease causes Stomach cramps, Abdominal pain, Dehydration, Sweating, Body aches, General discomfort, Fever, Irritability?",Norovirus Infection
"What disease causes Vomiting, Muscle aches, Fatigue, Chills, Fever?",Norovirus Infection
"What disease causes Diarrhea, Low-grade fever, Nausea, Headache, Abdominal pain, Dehydration, Chills, Sweating, Body aches, Rashes, Irritability?",Norovirus Infection
"What disease causes Fever, Sores in mouth, Rash on hands and feet, Loss of appetite, Sore throat, Blisters, Cough, Sore muscles, Headache, General discomfort, Mild fever?","Hand, Foot, and Mouth Disease"
"What disease causes High fever, Runny nose, Rash, Irritability, Fatigue, Swollen lymph nodes, Sore throat, Headache, Cough, Diarrhea, Body aches, Rashes?",Roseola
"What disease causes Stomach cramps, Nausea, Headache, Fatigue, Loss of appetite, Dehydration, Chills, Sweating, Body aches, Rashes, General discomfort, Irritability?",Norovirus Infection
"What disease causes Abdominal pain or cramps, Diarrhea, Bloody stools, Headache, Muscle aches, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Runny nose, Fatigue, Swollen lymph nodes, Abdominal pain, Body aches, Rashes, Chills?",Roseola
"What disease causes Stomach cramps, Muscle aches, Nausea, Headache, Sweating, Rashes, Fever?",Norovirus Infection
"What disease causes High fever, Runny nose, Sore throat, Headache, Body aches, Feverish?",Roseola
"What disease causes Diarrhea, Stomach cramps, Nausea, Headache, Abdominal pain, Loss of appetite, Dehydration, Body aches, General discomfort?",Norovirus Infection
"What disease causes High fever, Runny nose, Irritability, Sore throat, Cough, Red eyes, Abdominal pain, Body aches, Rashes, Feverish?",Roseola
"What disease causes Fever, Abdominal pain or cramps, Diarrhea, Bloody stools, Stomach cramps, Fatigue, Dehydration, Loss of appetite, Muscle aches, Body aches, Feverish, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Diarrhea, Low-grade fever, Muscle aches, Nausea, Headache, Fatigue, Abdominal pain, Dehydration, Chills, Body aches, General discomfort, Fever?",Norovirus Infection
"What disease causes High fever, Runny nose, Irritability, Fatigue, Swollen lymph nodes, Cough, Diarrhea, Abdominal pain, Body aches, Chills?",Roseola
"What disease causes Fever, Diarrhea, Nausea, Headache, Dehydration, Muscle aches, Body aches, Feverish, Rashes, Chills?",Shigellosis (Bacillary Dysentery)
"What disease causes Fever, Nausea, Vomiting, Bloody stools, Stomach cramps, Headache, Fatigue, Dehydration, Body aches, General discomfort?",Shigellosis (Bacillary Dysentery)
"What disease causes Sores in mouth, Rash on hands and feet, Mouth sores, Red spots, Headache, Mild fever, Difficulty swallowing?","Hand, Foot, and Mouth Disease"
